i,ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,transactions_
116,L5BYUnIYHKZOlQz8VxmCNQ,Mac Attack,4.5,12,,"['delivery', 'pickup']",False,American (Traditional),tradamerican,37.774818,-122.410742,US,CA,San Francisco,94103,"['delivery', 'pickup']"
117,eLIwYQUopMYNQTiWVILuYA,Califorrito,5.0,4,,"['delivery', 'pickup']",False,Mexican,mexican,37.776406,-122.421519,US,CA,San Francisco,94102,"['delivery', 'pickup']"
118,t2sNw0Uzhs7iu7KO4bt8ug,Tortellino,4.5,32,$$,"['delivery', 'pickup']",False,"Italian, Pasta Shops, Cooking Classes","italian, pastashops, cookingclasses",37.776785,-122.4166,US,CA,San Francisco,94103,"['delivery', 'pickup']"
119,__V4jzP3SNrg3_n0QoDmcQ,Beyond Burma,4.0,98,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Burmese, Indonesian, Noodles","burmese, indonesian, noodles",37.78784,-122.413565,US,CA,San Francisco,94109,"['restaurant_reservation', 'delivery', 'pickup']"
120,vLNzJX1ctfP4NNESCFOeGw,Son & Garden,4.5,87,,['delivery'],False,American (New),newamerican,37.783387,-122.419016,US,CA,San Francisco,94109,['delivery']
121,YbUD7-Z2Be5thHaybd7ssQ,Alchemist Bar & Lounge,4.0,441,$$,['restaurant_reservation'],False,"Lounges, Cocktail Bars, American (New)","lounges, cocktailbars, newamerican",37.7791800203336,-122.392967912689,US,CA,San Francisco,94107,['restaurant_reservation']
122,ptFfsvzCDv4lf9d4i3hRZw,Moya,4.0,379,$$,"['delivery', 'pickup']",False,Ethiopian,ethiopian,37.776067,-122.414074,US,CA,San Francisco,94103,"['delivery', 'pickup']"
123,kFgjHGp-cTUK5uPaSJOORA,Souvla,4.0,1414,$$,['delivery'],False,"Greek, Mediterranean","greek, mediterranean",37.77643,-122.425,US,CA,San Francisco,94102,['delivery']
124,TcbKvh-e1lxywJuN6in5JQ,Farm : Table,4.0,1786,$$,['delivery'],False,"Coffee & Tea, Breakfast & Brunch","coffee, breakfast_brunch",37.78768,-122.414339,US,CA,San Francisco,94109,['delivery']
125,GjIO1jUDyaRwV0nS7WfQ7Q,Bellota,4.0,641,$$$,['delivery'],False,"Spanish, Seafood, Tapas Bars","spanish, seafood, tapas",37.772,-122.40526,US,CA,San Francisco,94103,['delivery']
126,kvrQecqdGvnuVICMstZJmA,Dumpling Home,4.5,84,,"['delivery', 'pickup']",False,"Dim Sum, Noodles, Asian Fusion","dimsum, noodles, asianfusion",37.77571,-122.42257,US,CA,San Francisco,94102,"['delivery', 'pickup']"
127,kqk5BoCJU59MC9fH0IB4wQ,Kin Khao,4.0,2137,$$,['delivery'],False,Thai,thai,37.7852278803726,-122.409348137336,US,CA,San Francisco,94102,['delivery']
128,tTLdV6ISH5skUcSjunEjrg,The Door,5.0,1,,"['delivery', 'pickup']",False,American (Traditional),tradamerican,37.7748,-122.41071,US,CA,San Francisco,94103,"['delivery', 'pickup']"
129,oT08T3Vpn1I7jDmrBBRMTw,House of Prime Rib,4.0,7247,$$$,[],False,"American (Traditional), Steakhouses, Wine Bars","tradamerican, steak, wine_bars",37.79338,-122.4225,US,CA,San Francisco,94109,
130,ri7UUYmx21AgSpRsf4-9QA,Tartine Bakery & Cafe,4.0,8012,$$,['delivery'],False,"Bakeries, Cafes, Desserts","bakeries, cafes, desserts",37.76131,-122.42431,US,CA,San Francisco,94110,['delivery']
131,A0AziPST4T6k-V3neWFRNA,Plow,4.0,2663,$$,['delivery'],False,"Breakfast & Brunch, American (New)","breakfast_brunch, newamerican",37.762537673684,-122.39535099572,US,CA,San Francisco,94107,['delivery']
132,BcW0vRdM8N-rteR2FfV1jg,Deli Board,4.5,1392,$$,['delivery'],False,"Delis, Sandwiches","delis, sandwiches",37.7776247966103,-122.407012712007,US,CA,San Francisco,94103,['delivery']
133,HECB3khkUffaD2zWCngLuw,El Techo,4.0,2028,$$,['restaurant_reservation'],False,"Latin American, Cocktail Bars, Breakfast & Brunch","latin, cocktailbars, breakfast_brunch",37.756576,-122.4190831,US,CA,San Francisco,94110,['restaurant_reservation']
134,-Y_9AT6NpvHz15vd4B0CbA,Tselogs,4.5,639,$,['delivery'],False,Filipino,filipino,37.786503,-122.412917,US,CA,San Francisco,94102,['delivery']
135,sobu-HK7Pz6hQiZXJ847TQ,Woodbury,4.0,220,$$,"['restaurant_reservation', 'delivery']",False,Gastropubs,gastropubs,37.7790943635989,-122.392903892416,US,CA,San Francisco,94107,"['restaurant_reservation', 'delivery']"
136,XhJ6ZYagcWNHpJ1H1KvNlQ,a Mano,4.0,965,$$,['delivery'],False,"Italian, Cocktail Bars, Pizza","italian, cocktailbars, pizza",37.776963880538,-122.423868469312,US,CA,San Francisco,94102,['delivery']
137,W1DGoHrkx8qptuWCcWSPLA,Honey Honey Cafe and Crepery,4.0,2624,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Creperies","breakfast_brunch, creperies",37.7878350019455,-122.411520034075,US,CA,San Francisco,94102,"['delivery', 'pickup']"
138,-sg6DqQNGyTMt0MHoY7diQ,Good Mong Kok Bakery,4.0,2748,$,['delivery'],False,"Bakeries, Dim Sum, Cantonese","bakeries, dimsum, cantonese",37.7954584839809,-122.408358365012,US,CA,San Francisco,94108,['delivery']
139,56gj15LDt8mcDIeKCbu-tg,Oren's Hummus,4.0,654,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Mediterranean, Middle Eastern","mediterranean, mideastern",37.7866074,-122.4021922,US,CA,San Francisco,94103,"['restaurant_reservation', 'delivery', 'pickup']"
140,hqQoVK0vadOX7_4gN1sh3g,Saigon Sandwich,4.5,3355,$,['delivery'],False,"Vietnamese, Sandwiches","vietnamese, sandwiches",37.7831519576568,-122.417318022037,US,CA,San Francisco,94102,['delivery']
141,dY0Mc_PHH6nLENvWmVtwxQ,Daeho Kalbijjim & Beef Soup,4.5,886,$$,"['delivery', 'pickup']",False,"Korean, Soup, Noodles","korean, soup, noodles",37.78601,-122.42858,US,CA,San Francisco,94115,"['delivery', 'pickup']"
142,XVPiXV_TPivnr9szB5kc-A,Birdsong,4.5,274,$$$$,[],False,American (New),newamerican,37.7793175,-122.4105235,US,CA,San Francisco,94103,
143,p7Ay8URFKZ3JrTwUr-OLIg,Voodoo Love,4.5,142,$$,"['delivery', 'pickup']",False,Cajun/Creole,cajun,37.769722,-122.420391,US,CA,San Francisco,94103,"['delivery', 'pickup']"
144,eI0DpD2Xx8hFlk7eAdFCqQ,Swan Oyster Depot,4.0,2871,$$,['delivery'],False,Seafood,seafood,37.79083,-122.42097,US,CA,San Francisco,94109,['delivery']
145,H76UbTvcepqyQ7ZufDkJow,Akna,5.0,17,,[],False,"Mexican, Pop-Up Restaurants","mexican, popuprestaurants",37.777726,-122.422991,US,CA,San Francisco,94102,
146,xWXaISh4p2lAqwpwaLx3cQ,Farmhouse Express,4.0,8,,[],False,Thai,thai,37.7713385,-122.4304478,US,CA,San Francisco,94117,
147,XrpwY-_uZHrJ16PU6OPOwA,Arsicault,5.0,75,$,[],False,"Bakeries, Breakfast & Brunch","bakeries, breakfast_brunch",37.7809027,-122.4134318,US,CA,San Francisco,94102,
148,LV9GJW3NCHgMRbnWo_5xgw,Stonemill Matcha,4.0,905,$$,['delivery'],False,Cafes,cafes,37.76401,-122.4215,US,CA,San Francisco,94110,['delivery']
149,8kck3-K4zYKTJbJko0JlXQ,Farmhouse Kitchen Thai Cuisine,4.0,2664,$$,"['delivery', 'pickup']",False,"Thai, Comfort Food","thai, comfortfood",37.760192883932795,-122.4114188698492,US,CA,San Francisco,94110,"['delivery', 'pickup']"
150,kn782Mw92uchlBI2CyosOQ,Tokyo Hot Chicken San Francisco,4.0,21,,"['delivery', 'pickup']",False,Chicken Shop,chickenshop,37.792886,-122.397979,US,CA,San Francisco,94111,"['delivery', 'pickup']"
151,Xg-FyjVKAN70LO4u4Z1ozg,Hog Island Oyster Co,4.5,6090,$$,[],False,"Seafood, Seafood Markets, Live/Raw Food","seafood, seafoodmarkets, raw_food",37.795831,-122.393303,US,CA,San Francisco,94111,
152,dqd3qpeDZKsR0AaRiM9PvA,Trailblazer Tavern - San Francisco,4.0,341,,"['delivery', 'pickup']",False,Hawaiian,hawaiian,37.79089,-122.39669,US,CA,San Francisco,94105,"['delivery', 'pickup']"
153,PNxwbgtfdpldd3CyJFIw3w,Ozumo,4.0,2322,$$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Sushi Bars, Japanese","sushi, japanese",37.792673,-122.392236,US,CA,San Francisco,94105,"['restaurant_reservation', 'delivery', 'pickup']"
154,xv8dq_jBNfQkHeX2wJGlAg,Coqueta,4.0,2114,$$$,"['delivery', 'pickup']",False,"Spanish, Tapas/Small Plates","spanish, tapasmallplates",37.798588,-122.396639,US,CA,San Francisco,94111,"['delivery', 'pickup']"
155,GXUEdea6q-bULIdDEZz0yw,Saison Smokehouse,4.5,58,,[],False,"American (New), Barbeque","newamerican, bbq",37.79307,-122.39212,US,CA,San Francisco,94105,
156,LysKaLPCFOdsUnlJC48Trg,Gozu,4.5,50,$$$$,['delivery'],False,"Japanese, Beer, Wine & Spirits","japanese, beer_and_wine",37.79123,-122.391975,US,CA,San Francisco,94105,['delivery']
157,_8F_VkyCXRfmdGWVIjEBGA,Boutique Crenn X Cubert,4.5,8,,[],False,Pop-Up Restaurants,popuprestaurants,37.789827,-122.396452,US,CA,San Francisco,94105,
158,PsY5DMHxa5iNX_nX0T-qPA,Kokkari Estiatorio,4.5,4545,$$$,['pickup'],False,"Greek, Mediterranean","greek, mediterranean",37.796996,-122.399661,US,CA,San Francisco,94111,['pickup']
159,WOVHQYzSAdyXYOiYDTmujQ,The Bird,4.0,1916,$,['delivery'],False,"Chicken Shop, Sandwiches","chickenshop, sandwiches",37.78724,-122.39995,US,CA,San Francisco,94105,['delivery']
160,Tttm1r5Dw1sRMCfc3EQWPw,Boulevard,4.0,2670,$$$,['delivery'],False,American (New),newamerican,37.79337,-122.39274,US,CA,San Francisco,94105,['delivery']
161,Ke7IOhlPnWYbdfGgXp78MA,Fayala,4.5,271,$$,"['delivery', 'pickup']",False,"Mediterranean, Salad, Sandwiches","mediterranean, salad, sandwiches",37.78914,-122.3943,US,CA,San Francisco,94105,"['delivery', 'pickup']"
162,ykvr3ib1gHQHI4tznSn8iA,Wayfare Tavern,4.0,3943,$$$,"['delivery', 'pickup']",False,American (Traditional),tradamerican,37.794169,-122.402359,US,CA,San Francisco,94111,"['delivery', 'pickup']"
163,Qbr2JG96K6d31NqqAUxf9g,La Mar Cebichería Peruana,4.0,3807,$$$,"['delivery', 'pickup']",False,"Latin American, Seafood, Peruvian","latin, seafood, peruvian",37.7974182368553,-122.395129846558,US,CA,San Francisco,94111,"['delivery', 'pickup']"
164,0Sh-XNVgGDRwiN4K3UEQJA,Prospect,4.0,1559,$$$,['delivery'],False,American (New),newamerican,37.7899526059628,-122.390913963318,US,CA,San Francisco,94105,['delivery']
165,56gj15LDt8mcDIeKCbu-tg,Oren's Hummus,4.0,654,$$,"['restaurant_reservation', 'pickup', 'delivery']",False,"Mediterranean, Middle Eastern","mediterranean, mideastern",37.7866074,-122.4021922,US,CA,San Francisco,94103,"['restaurant_reservation', 'pickup', 'delivery']"
166,8bJr4G9QtbJ_tmEbVX6X4A,International Smoke San Francisco,4.0,1273,$$$,['delivery'],False,"Barbeque, American (New), Cocktail Bars","bbq, newamerican, cocktailbars",37.7909012077997,-122.395915071095,US,CA,San Francisco,94105,['delivery']
167,vavslHAhF1QCjHwMOWmYrw,MARK ‘N MIKE’S,4.5,15,,[],False,Delis,delis,37.79337,-122.39423,US,CA,San Francisco,94105,
168,AlE1Ky-5yTAStPmry6pUeQ,Banh Mi King,4.0,46,,['delivery'],False,Vietnamese,vietnamese,37.79104,-122.39339,US,CA,San Francisco,94105,['delivery']
169,bvdEOVmFuWUV0sAALc_-zw,Harborview Restaurant & Bar,4.0,474,,"['restaurant_reservation', 'pickup', 'delivery']",False,"Chinese, Lounges, Seafood","chinese, lounges, seafood",37.794959,-122.395663,US,CA,San Francisco,94111,"['restaurant_reservation', 'pickup', 'delivery']"
170,7dHj1XDVA_7AYXTfp5i-BQ,MOMO noodle,4.0,75,$$,"['delivery', 'pickup']",False,"Noodles, Food Trucks, Szechuan","noodles, foodtrucks, szechuan",37.791053771972656,-122.40193176269531,US,CA,San Francisco,94104,"['delivery', 'pickup']"
171,Ct5GgouaAvcegaaP4gR0EA,El Porteño Empanadas,4.0,797,$,['delivery'],False,"Argentine, Empanadas","argentine, empanadas",37.795599,-122.39341,US,CA,San Francisco,94111,['delivery']
172,Tyn-UqOTpVHtZAgrB0lWyQ,Town Hall,3.5,1967,$$$,"['delivery', 'pickup']",False,"American (New), Wine Bars, Cocktail Bars","newamerican, wine_bars, cocktailbars",37.7895383,-122.3949794,US,CA,San Francisco,94105,"['delivery', 'pickup']"
173,2DihFta_jZB8aAiL_zjp9A,EPIC Steak,3.5,2325,$$$,"['delivery', 'pickup']",False,"Steakhouses, Bars, Venues & Event Spaces","steak, bars, venues",37.790872,-122.389469,US,CA,San Francisco,94105,"['delivery', 'pickup']"
174,0FpTfyn_QiG7e6cjPjxKqQ,HI City,4.0,50,$$,"['delivery', 'pickup']",False,"Hawaiian, Poke, Filipino","hawaiian, poke, filipino",37.79139,-122.4013,US,CA,San Francisco,94104,"['delivery', 'pickup']"
175,MeSzHp6THRrWLP7gRTQIVA,Bourbon Burger Bar San Francisco,5.0,14,,[],False,Burgers,burgers,37.792886,-122.397979,US,CA,San Francisco,94111,
176,SAFRM460dH7LHqYVAdoWgA,Yank Sing,3.5,2577,$$$,"['delivery', 'pickup']",False,"Dim Sum, Cantonese","dimsum, cantonese",37.7927224142545,-122.39312659859,US,CA,San Francisco,94105,"['delivery', 'pickup']"
177,Jx_JunTUJf3OuRh3g9oSPw,DragonEats,4.0,395,$,['delivery'],False,Vietnamese,vietnamese,37.786299,-122.395604,US,CA,San Francisco,94105,['delivery']
178,gNK0I5bJo8Rw-yB8FmvQBA,Angler,3.5,326,$$$$,['delivery'],False,"Seafood, Steakhouses","seafood, steak",37.79307,-122.39212,US,CA,San Francisco,94105,['delivery']
179,T7yx68dDBG33VJXXks5Fhw,YUBU By The Shota,4.5,45,,"['delivery', 'pickup']",False,"Japanese, Sushi Bars","japanese, sushi",37.79143,-122.401056,US,CA,San Francisco,94104,"['delivery', 'pickup']"
180,fK6ZCDLTFtPV9HT4oAo5-w,Roli Roti Gourmet Rotisserie,4.5,1471,$$,[],False,"Sandwiches, Food Trucks, Specialty Food","sandwiches, foodtrucks, gourmet",37.795398235987,-122.392534017563,US,CA,San Francisco,94105,
181,lOCewxz6QNegZbArImNBfw,The View Lounge,4.0,1774,$$,['delivery'],False,"Lounges, Cocktail Bars, Tapas/Small Plates","lounges, cocktailbars, tapasmallplates",37.7853662725987,-122.404355941664,US,CA,San Francisco,94103,['delivery']
182,d2MxKGvaiVzdzhx2V4Fu1w,Cowgirl Creamery,4.5,865,$$,[],False,"Cheese Shops, Breakfast & Brunch, Cafes","cheese, breakfast_brunch, cafes",37.7954033,-122.3938169,US,CA,San Francisco,94111,
183,RmiAHDQ9z-qzvA7gcLsUZQ,Unco Frank’s,5.0,2,,[],False,Hawaiian,hawaiian,37.797716,-122.406147,US,CA,San Francisco,94133,
184,cvWuRzkFcf5KrEBiZEoYEA,Bask,4.0,665,$$,"['restaurant_reservation', 'pickup']",False,"Basque, Spanish, Tapas Bars","basque, spanish, tapas",37.7962703,-122.4041447,US,CA,San Francisco,94111,"['restaurant_reservation', 'pickup']"
185,_oZ8X3onXs6TRgHBewJdYg,Sababa,4.5,17,,[],False,"Middle Eastern, Falafel","mideastern, falafel",37.78930878452172,-122.399772869011,US,CA,San Francisco,94105,
186,XwN8iZohq2qkfM0rPqzDOQ,Uno Dos Tacos,4.0,791,$,"['delivery', 'pickup']",False,Mexican,mexican,37.7891126754314,-122.400815612269,US,CA,San Francisco,94105,"['delivery', 'pickup']"
187,XjViuoOVtkQQtPfqdaIHVA,The Pink Elephant Alibi,4.0,1349,$$,"['restaurant_reservation', 'pickup']",False,"Breakfast & Brunch, Cocktail Bars, Champagne Bars","breakfast_brunch, cocktailbars, champagne_bars",37.78682,-122.40049,US,CA,San Francisco,94105,"['restaurant_reservation', 'pickup']"
188,bUr4iq2mKKiBOu2HKynylg,HRD,4.0,2495,$$,"['delivery', 'pickup']",False,"Korean, Asian Fusion, Mexican","korean, asianfusion, mexican",37.7811065758548,-122.395329724426,US,CA,San Francisco,94107,"['delivery', 'pickup']"
189,qXUzHmPdbGEt5EKSdWqbmg,Gott's Roadside,3.5,2715,$$,"['delivery', 'pickup']",False,"Ice Cream & Frozen Yogurt, Salad, Burgers","icecream, salad, burgers",37.7961786095916,-122.39410980362,US,CA,San Francisco,94111,"['delivery', 'pickup']"
190,mkwfPlHn2KmwDPe-EhGB5A,Super Duper Burgers,4.0,524,$$,['delivery'],False,"Burgers, American (Traditional)","burgers, tradamerican",37.7928058550794,-122.394083711639,US,CA,San Francisco,94105,['delivery']
191,GzaXtAtEnfwoxDVXK3NLuw,Fogo de Chão Brazilian Steakhouse - San Francisco,3.5,977,$$$,[],False,"Brazilian, Steakhouses","brazilian, steak",37.785051,-122.400235,US,CA,San Francisco,94103,
192,SvpTxa_8_tclKB6Tk298dQ,Delancey Street Restaurant,4.0,1639,$$,['pickup'],False,"American (Traditional), Breakfast & Brunch","tradamerican, breakfast_brunch",37.7843569724103,-122.388436943292,US,CA,San Francisco,94107,['pickup']
193,Q7_LfqaY3TrDaSIr7lk1TQ,City View Restaurant,4.0,1333,$$,"['delivery', 'pickup']",False,"Dim Sum, Cantonese","dimsum, cantonese",37.7943,-122.40409,US,CA,San Francisco,94111,"['delivery', 'pickup']"
194,tE3f3i7FnDUzpufeqBzsVA,Merkado,4.5,20,,[],False,Mexican,mexican,37.780293,-122.391464,US,CA,San Francisco,94107,
195,wYCzKisVd8VV_lA5BiRXRA,Rooster & Rice,4.0,371,$$,"['delivery', 'pickup']",False,Thai,thai,37.785324,-122.395487,US,CA,San Francisco,94107,"['delivery', 'pickup']"
196,Wd5ho0_FKk9n7uV8pSCYIg,Barbacco,4.0,1622,$$,"['delivery', 'pickup']",False,"Italian, Bars","italian, bars",37.7935921194034,-122.399338591436,US,CA,San Francisco,94111,"['delivery', 'pickup']"
197,gBRjRvIfA4fIo6pNebTjuA,Oasis Grill,4.0,1264,$$,"['delivery', 'pickup']",False,"Mediterranean, Desserts, Salad","mediterranean, desserts, salad",37.7944464239893,-122.396736520868,US,CA,San Francisco,94111,"['delivery', 'pickup']"
198,MXy-YMQCWpBJf92HFRhGhw,Per Diem,4.0,787,$$,['delivery'],False,"American (New), Cocktail Bars","newamerican, cocktailbars",37.790041,-122.401275,US,CA,San Francisco,94104,['delivery']
199,7Q3QIZz5UX-JSTSKKkRqDg,Waterbar,3.5,3128,$$$,"['delivery', 'pickup']",False,"Seafood, American (New), Live/Raw Food","seafood, newamerican, raw_food",37.7904941686413,-122.389039464859,US,CA,San Francisco,94105,"['delivery', 'pickup']"
200,-sg6DqQNGyTMt0MHoY7diQ,Good Mong Kok Bakery,4.0,2748,$,['delivery'],False,"Bakeries, Dim Sum, Cantonese","bakeries, dimsum, cantonese",37.7954584839809,-122.408358365012,US,CA,San Francisco,94108,['delivery']
201,DGFSR1FnCJWb_3-uksP4ng,Aliment,4.0,615,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"American (New), Breakfast & Brunch, Cocktail Bars","newamerican, breakfast_brunch, cocktailbars",37.79012,-122.41019,US,CA,San Francisco,94108,"['restaurant_reservation', 'delivery', 'pickup']"
202,u39mZEYojBiNic3lqKhPNw,Tacorea,4.5,1721,$$,[],False,"Mexican, Korean, Latin American","mexican, korean, latin",37.7897794,-122.410717,US,CA,San Francisco,94108,
203,mfD5wlWS6tY92FJHDcBwJA,Bouche,4.5,787,$$$,"['delivery', 'pickup']",False,French,french,37.790254,-122.407361268997,US,CA,San Francisco,94108,"['delivery', 'pickup']"
204,f0c44sTsuLDmJO7tPCJ-tQ,Top of the Mark,3.5,1342,$$$,[],False,"Breakfast & Brunch, Cocktail Bars, Tapas/Small Plates","breakfast_brunch, cocktailbars, tapasmallplates",37.791995,-122.410223,US,CA,San Francisco,94108,
205,t5OypGYSwYIXKjkEQx3BNw,Hogwash,4.5,1053,$$,['delivery'],False,"Gastropubs, Beer Bar","gastropubs, beerbar",37.7891754,-122.4099292,US,CA,San Francisco,94102,['delivery']
206,W1DGoHrkx8qptuWCcWSPLA,Honey Honey Cafe and Crepery,4.0,2624,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Creperies","breakfast_brunch, creperies",37.7878350019455,-122.411520034075,US,CA,San Francisco,94102,"['delivery', 'pickup']"
207,__V4jzP3SNrg3_n0QoDmcQ,Beyond Burma,4.0,98,$$,"['restaurant_reservation', 'pickup', 'delivery']",False,"Burmese, Indonesian, Noodles","burmese, indonesian, noodles",37.78784,-122.413565,US,CA,San Francisco,94109,"['restaurant_reservation', 'pickup', 'delivery']"
208,TcbKvh-e1lxywJuN6in5JQ,Farm : Table,4.0,1786,$$,['delivery'],False,"Coffee & Tea, Breakfast & Brunch","coffee, breakfast_brunch",37.78768,-122.414339,US,CA,San Francisco,94109,['delivery']
209,0XtBuSGMhpMOMKRBjtJ4FA,The Big 4,4.0,651,$$$,['delivery'],False,"Lounges, American (New), Breakfast & Brunch","lounges, newamerican, breakfast_brunch",37.7914644,-122.4121171,US,CA,San Francisco,94108,['delivery']
210,mt9_kC_-u3CEgjTLWzsJ9w,Pizza Dudes,4.5,2,,[],False,Pizza,pizza,37.7922951,-122.408225,US,CA,San Francisco,94102,
211,458NXhlB0ZtEaJUPI3PPcA,Tonga Room & Hurricane Bar,3.5,2710,$$$,"['delivery', 'pickup']",False,"Asian Fusion, Tiki Bars","asianfusion, tikibars",37.7924225140782,-122.409715868163,US,CA,San Francisco,94108,"['delivery', 'pickup']"
212,GnxzYamcJRd5NG94wGxdcw,Parallel 37,4.0,218,$$$$,['delivery'],False,"American (New), Cocktail Bars","newamerican, cocktailbars",37.7920146869889,-122.407165322754,US,CA,San Francisco,94108,['delivery']
213,cem1stH61i39W57xQqvERQ,Mastro's Steakhouse,3.5,186,,"['delivery', 'pickup']",False,Steakhouses,steak,37.7870782,-122.4096563,US,CA,San Francisco,94102,"['delivery', 'pickup']"
214,-Y_9AT6NpvHz15vd4B0CbA,Tselogs,4.5,639,$,['delivery'],False,Filipino,filipino,37.786503,-122.412917,US,CA,San Francisco,94102,['delivery']
215,if7l8HVMz7kmW0tG9l2LQA,E&O Kitchen and Bar,4.0,1070,$$,['delivery'],False,"Asian Fusion, Venues & Event Spaces","asianfusion, venues",37.789719,-122.405846,US,CA,San Francisco,94108,['delivery']
216,2H4HtGBwT8KRfUuWmE3uAg,Bota Tapas & Paella Bar,4.0,286,$$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Spanish, Seafood, Tapas/Small Plates","spanish, seafood, tapasmallplates",37.786985807903,-122.411396958251,US,CA,San Francisco,94102,"['restaurant_reservation', 'delivery', 'pickup']"
217,yNMCITEPGh6cgqd6VDfQOg,Nob Hill Cafe,4.0,1353,$$,['delivery'],False,"Italian, Pizza","italian, pizza",37.7932599,-122.41262,US,CA,San Francisco,94108,['delivery']
218,oqdLxwkH63pGWEQlwQ301Q,Get Low Dumplings,5.0,4,,[],False,"Pop-Up Restaurants, Dim Sum","popuprestaurants, dimsum",37.79097,-122.40894,US,CA,San Francisco Bay Area,94108,
219,rSLMK2uCRM21gNj2cvvUWw,Heist,5.0,4,,[],False,"Coffee & Tea, Breakfast & Brunch, American (Traditional)","coffee, breakfast_brunch, tradamerican",37.78788,-122.41306,US,CA,San Francisco,94109,
220,qsJYVZCxZNWMjMyMlsGl5A,New Fortune Restaurant,4.5,93,$,"['delivery', 'pickup']",False,Chinese,chinese,37.79335,-122.40801,US,CA,San Francisco,94108,"['delivery', 'pickup']"
221,Fo5Wscbb9rwcLuaO-sc2zQ,Delicious Dim Sum,4.0,978,$,['delivery'],False,"Dim Sum, Cantonese","dimsum, cantonese",37.796051,-122.4076004,US,CA,San Francisco,94133,['delivery']
222,RWOXlFAOGpVa1Pzo_SjhdA,Fifth Arrow,4.5,90,$$,"['restaurant_reservation', 'delivery']",False,"American (New), Cocktail Bars, Bowling","newamerican, cocktailbars, bowling",37.78756,-122.40959,US,CA,San Francisco,94102,"['restaurant_reservation', 'delivery']"
223,Q7_LfqaY3TrDaSIr7lk1TQ,City View Restaurant,4.0,1333,$$,"['delivery', 'pickup']",False,"Dim Sum, Cantonese","dimsum, cantonese",37.7943,-122.40409,US,CA,San Francisco,94111,"['delivery', 'pickup']"
224,O0iAR6OBHXqFtK4nKO9g2Q,Beanstalk Cafe,4.0,846,$,"['delivery', 'pickup']",False,"Coffee & Tea, Cafes","coffee, cafes",37.7901517599821,-122.409288436174,US,CA,San Francisco,94108,"['delivery', 'pickup']"
225,cvWuRzkFcf5KrEBiZEoYEA,Bask,4.0,665,$$,"['restaurant_reservation', 'pickup']",False,"Basque, Spanish, Tapas Bars","basque, spanish, tapas",37.7962703,-122.4041447,US,CA,San Francisco,94111,"['restaurant_reservation', 'pickup']"
226,BB0YnEFVeYsHwZ7eTzrjeA,Roxanne Cafe,3.5,555,$$,"['delivery', 'pickup']",False,"Italian, Breakfast & Brunch, Desserts","italian, breakfast_brunch, desserts",37.7900344,-122.4085888,US,CA,San Francisco,94108,"['delivery', 'pickup']"
227,3a36_kQBI8dB32Dt2aEEHg,Gusto Pinsa Romana,5.0,352,$$,"['delivery', 'pickup']",False,"Pizza, Italian, Salad","pizza, italian, salad",37.7896740586658,-122.413919270039,US,CA,San Francisco,94109,"['delivery', 'pickup']"
228,AoxdFkE06fQs_ZP0S0VRPw,Hops & Hominy,4.0,2114,$$,"['delivery', 'pickup']",False,"Southern, American (Traditional), Bars","southern, tradamerican, bars",37.789312,-122.405731,US,CA,San Francisco,94108,"['delivery', 'pickup']"
